date,site,depth_m,Wat_temp_Celcius,DO_sat%,DO_mgL,pH,DOC_mgL,POC_mgL,TP_mgL,DP_mgL,SRP_mgL,TN_mgL,NH4_N_mgL,NO3_N_mgL,PN_mgL,Si_mgL,Chla_lab_mgL,Chla_CTDprobe_mgL
2016/4/19,YHZ,0.5,6.9123,80.095,9.721,7.5,4.21,0.8,0.039,0.011,0.008,2.83,0.026,1.98,0.48,2.87,,1.61
2016/5/2,YHZ,0.5,8.23735,95.03,11.165,7.7,4.22,1.1,0.038,0.015,0.004,2.1,0.04,1.32,0.2,2.53,,1.325
2016/5/17,YHZ,0.5,8.8678,78.56,9.0895,7.8,4.09,1.2,0.027,0.011,0.003,2.82,0.02,1.67,0.21,1.65,,1.185
2016/5/30,YHZ,0.5,16.1373,76.955,7.555,7.5,6.58,2.3,0.089,0.027,0.003,1.78,0.048,0.573,0.39,1.94,,3.23
2016/6/14,YHZ,0.5,14.3631,85.075,8.6765,7.5,8.22,0.7,0.061,0.03,0.007,2.73,0.031,1.7,0.13,3.35,,1.8
2016/6/28,YHZ,0.5,15.7587,69.43,6.868,7.9,6.29,1,0.064,0.039,0.014,2.27,0.051,1.46,0.14,3.63,,1.31
2016/7/12,YHZ,0.5,17.00075,75.8,7.3035,7.7,5.76,0.9,0.068,0.033,0.02,1.9,0.063,1.06,0.14,3.43,,1.535
2016/7/25,YHZ,0.5,18.62465,77.865,7.2565,,,,,,,,,,,,,3.575
2016/7/26,YHZ,0.5,,,,8,7.59,1.9,0.092,0.051,0.018,1.6,0.035,0.514,0.34,2.36,,
2016/8/9,YHZ,0.5,14.8346,73.03,7.3705,8.1,6.49,1.9,0.093,0.027,0.016,1.77,0.021,0.758,0.32,2.93,,3.215
2016/8/23,YHZ,0.5,14.6517,78.92,7.996,8,5.24,1,0.078,0.05,0.023,1.58,0.088,0.878,0.2,3.3,,1.285
2016/9/6,YHZ,0.5,14.63815,81.295,8.2365,8,5.28,0.5,0.058,0.042,0.021,1.08,0.016,0.474,0.12,3.21,,1.24
2016/9/20,YHZ,0.5,,,,7.7,4.85,0.9,0.068,0.038,0.018,1.76,0.021,1.04,0.16,4.25,,
2016/10/4,YHZ,0.5,,,,7.7,4.98,1.3,0.074,0.035,0.021,1.6,0.039,0.788,0.22,3.06,,
2016/10/18,YHZ,0.5,,,,7.8,6,0.6,0.039,0.02,0.006,2.69,0.022,1.91,0.2,3.75,,
2016/11/1,YHZ,0.5,,,,7.5,5.86,0.6,0.022,0.01,0.003,1.31,0.038,0.622,0.31,1.81,,
2016/11/14,YHZ,0.5,1.1046,73.795,10.434,7.3,4.95,0.7,0.031,0.015,0.006,4.88,0.023,3.95,0.32,4.25,,3.27
2016/11/29,YHZ,0.5,,,,7.1,4.65,0.6,0.031,0.013,0.007,5.82,0.055,4.9,0.22,4.52,,
2016/12/12,YHZ,0.5,,,,7.3,5.13,0.6,0.033,0.03,0.008,3.89,0.028,3.17,0.56,4.43,,
2017/1/10,YHZ,0.5,0.7909,63.675,9.0795,7.4,3.91,0.4,0.019,0.013,0.003,4.93,0.034,4.19,0.25,4.58,,0.53
2017/1/24,YHZ,0.5,,,,,,,,,,,,,,,,
2017/2/7,YHZ,0.5,0.8404,78.045,11.1155,7,5.15,0.6,0.028,0.017,0.007,3.9,0.031,3.25,0.24,4.33,,0.7
2017/2/21,YHZ,0.5,2.9621,77.82,10.46,6.8,4.9,2.5,0.091,0.024,0.017,5.2,0.031,3.91,0.51,3.77,,0.85
2017/3/7,YHZ,0.5,4.20355,80.395,10.457,7.1,3.81,0.6,0.021,0.016,0.006,5.47,0.01,4.64,0.15,1.52,,0.6
2017/3/21,YHZ,0.5,6.9678,80.75,9.7885,7.4,3.83,0.6,0.027,0.01,0.003,3.96,0.019,3.23,0.29,3.31,,0.975
2017/4/4,YHZ,0.5,,,,7.6,3.71,0.9,0.025,0.011,0.009,3.51,0.034,3.01,0.42,3.27,,
2017/4/18,YHZ,0.5,,,,7.5,3.51,0.6,0.035,0.016,0.005,2.72,0.042,2.12,0.23,3.19,,
2017/5/2,YHZ,0.5,,,,7.5,3.74,2.2,0.037,0.015,0.005,2.46,0.078,1.67,0.83,2.63,,
2017/5/15,YHZ,0.5,,,,7.7,5.81,1.6,0.059,0.016,0.006,2.09,0.047,1.15,0.35,2.95,,
2017/5/30,YHZ,0.5,16.9153,84.855,8.1935,7.4,6.19,1,0.05,0.024,0.006,4.95,0.03,2.98,0.27,3.26,,1.435
2017/6/13,YHZ,0.5,14.2724,83.85,8.565,7.6,5.68,0.9,0.061,0.022,0.013,2.75,0.063,1.83,0.46,3.81,,1.15
2017/6/27,YHZ,0.5,13.4935,83.305,8.658,7.7,5.48,0.7,0.06,0.039,0.021,1.94,0.028,1.19,0.17,3.72,,1.395
2017/7/10,YHZ,0.5,16.6578,68.845,6.681,7.6,5.9,1.3,0.518,0.042,0.023,1.61,0.063,0.777,0.33,2.85,,1.595
2017/7/25,YHZ,0.5,14.87945,76.51,7.7165,7.2,12,3.3,0.137,0.03,0.012,2.28,0.01,0.737,0.57,3.03,,3.89
2017/8/8,YHZ,0.5,14.82155,74.785,7.551,7.6,7.72,1.3,0.056,0.022,0.006,4.53,0.025,3.3,0.23,4.21,,1.89
2017/8/22,YHZ,0.5,,,,7.7,8,3.99,0.118,0.023,0.01,4.25,0.04,2.7,0.844,3.26,,
2017/9/5,YHZ,0.5,,,,7.7,6.36,1,0.051,0.031,0.016,3.48,0.049,2.5,0.48,3.2,,
2017/9/18,YHZ,0.5,8.48685,72.045,8.4115,7.6,6.99,1.6,0.054,0.038,0.017,2.22,0.036,1.39,0.35,2.85,,3.02
2017/10/4,YHZ,0.5,10.79435,72.225,7.9845,7.6,8.21,1.4,0.069,0.025,0.016,2.05,0.021,1.17,0.63,2.86,,2.745
2017/10/17,YHZ,0.5,11.3058,78.77,8.6045,7.6,7.3,0.3,0.038,0.018,0.003,3.85,0.01,2.77,0.47,3.44,,6.71
2017/11/1,YHZ,0.5,7.80205,72.785,8.6425,7.5,6.35,0.97,0.04,0.015,0.006,2.84,0.017,1.9,0.4,3.49,,6.57
2017/11/13,YHZ,0.5,4.6978,78.19,10.041,7.5,6.41,1.16,0.049,0.013,0.007,4.05,0.03,2.92,0.28,3.92,,4.05
2017/11/28,YHZ,0.5,3.82225,80.32,10.5535,7.4,6.57,1.5,0.06,0.019,0.015,5.06,0.045,3.88,0.1,4.05,,0.9
2017/12/12,YHZ,0.5,1.60425,87.265,12.1705,7.3,4.32,0.36,0.046,0.017,0.014,5.18,0.03,4,0.1,3.48,,0.6
2018/1/9,YHZ,0.5,1.82825,85.955,11.915,7.1,3.55,0.43,0.021,0.009,0.009,5.93,0.025,4.73,0.33,4.09,,11.25
2018/1/24,YHZ,0.5,,,,7.6,3.9,1.08,0.04,0.012,0.009,6.17,0.037,3.13,0.16,3.18,,
2018/2/6,YHZ,0.5,,,,6.9,2.89,0.96,0.018,0.01,0.003,5.01,0.028,4.19,0.16,3.86,,
2018/2/20,YHZ,0.5,0.00665,91.005,13.267,7.2,2.14,0.56,0.018,0.008,0.005,4.26,0.043,3.52,0.12,4.56,,0.3
2018/3/6,YHZ,0.5,,,,7.1,3.38,0.64,0.022,0.013,0.004,4.43,0.141,3.42,0.12,4.17,,
2018/3/20,YHZ,0.5,,,,,,,,,,,,,,,,
2018/4/3,YHZ,0.5,5.843,97.27,12.1295,7,3.71,0.88,0.022,0.002,0.004,4.19,0.015,3.4,0.24,3.46,,0.895
2018/4/17,YHZ,0.5,10.06495,65.515,7.3675,7.1,4.81,1.2,0.037,0.013,0.003,3.94,0.025,1.97,0.24,2.69,,1.975
2018/5/2,YHZ,0.5,7.96495,101.6,12.0145,7.4,4.22,1.48,0.054,0.015,0.004,2,0.054,1.47,0.24,2.35,,1.34
2018/5/15,YHZ,0.5,,,,7.6,4.95,1.24,0.064,0.031,0.01,2.05,0.063,1.26,0.2,3.28,,
2018/5/29,YHZ,0.5,,,,7.5,6.9,2.36,0.11,0.07,0.009,1.73,0.01,0.555,0.44,2.18,,
2018/6/11,YHZ,0.5,,,,7.6,7.01,1.88,0.084,0.031,0.003,1.71,0.028,0.642,0.28,3.12,,
2018/6/26,YHZ,0.5,,,,7.8,5.99,4,0.137,0.02,0.008,1.93,0.032,0.656,0.64,3.4,,
2018/7/10,YHZ,0.5,,,,,,,,,,,,,,,,
2018/7/24,YHZ,0.5,,,,,5.86,1.32,0.075,0.019,0.006,1.41,0.01,0.517,0.64,3.28,,
2018/8/7,YHZ,0.5,,,,7.8,5.23,1,0.051,,0.008,1.31,0.027,0.048,0.28,1.49,,
2018/8/21,YHZ,0.5,,,,,,,,,,,,,,,,
2018/9/4,YHZ,0.5,,,,,,,,,,,,,,,,
2018/9/18,YHZ,0.5,,,,,,,,,,,,,,,,
2018/10/2,YHZ,0.5,,,,,,,,,,,,,,,,
2018/10/16,YHZ,0.5,,,,,,,,,,,,,,,,
2018/10/30,YHZ,0.5,,,,,,,,,,,,,,,,
2018/11/13,YHZ,0.5,,,,,,,,,,,,,,,,
2018/11/27,YHZ,0.5,1.97535,89.1,12.282,7.4,2.82,0.24,0.016,0.009,0.007,1.49,0.08,0.876,0.56,5.07,,5.47
2018/12/12,YHZ,0.5,2.78255,87.5,11.8085,7,4.79,0.76,0.026,0.014,0.003,3.2,0.01,2.45,0.24,5.12,,1.52
2019/1/9,YHZ,0.5,1.8051,80.13,11.1125,7.1,3.92,0.56,0.022,0.013,0.005,6.51,0.01,5.5,0.32,4.37,,0.77
2019/1/23,YHZ,0.5,0.45805,96.655,13.914,7.2,4.1,0.36,0.014,0.007,0.003,8.59,0.053,6.95,0.24,4.2,,0.4
2019/2/5,YHZ,0.5,1.09355,80.735,11.4185,7.2,3.31,0.32,0.013,0.009,0.008,6.04,0.023,4.96,0.24,4.29,,0.41
2019/2/19,YHZ,0.5,3.46885,76.19,10.1045,7.1,3.78,0.4,0.014,0.009,0.007,6.83,0.068,5.88,0.44,4.04,,0.63
2019/3/5,YHZ,0.5,,,,7.2,3.29,0.4,0.017,0.01,0.006,4.89,0.077,3.84,0.32,3.72,,
2019/3/19,YHZ,0.5,4.19285,77.62,10.0995,7,4.17,0.52,0.02,0.009,0.005,6.3,0.104,5.1,0.4,3.52,,0.705
2019/4/2,YHZ,0.5,4.34005,78.03,10.1135,7.4,3.57,0.44,0.013,0.008,0.003,4.61,0.018,3.48,0.2,2.93,,0.905
2019/4/16,YHZ,0.5,3.97785,84.885,11.1075,7.6,3.8,0.6,0.019,0.009,0.003,3.15,0.014,2.42,0.6,2.32,,1.57
2019/4/30,YHZ,0.5,,,,7.5,3.78,0.6,0.019,0.007,0.006,1.78,0.012,1.18,0.4,2.69,,
2019/5/14,YHZ,0.5,8.36085,89.925,10.531,7.7,4.12,0.68,0.024,0.009,0.009,1.1,0.018,0.621,0.56,1.97,,3.075
2019/5/28,YHZ,0.5,12.80285,87.75,9.264,7.9,4.66,0.92,0.033,0.022,0.007,1.2,0.016,0.528,0.32,2.22,,2.075
2019/6/12,YHZ,0.5,14.68605,78.515,7.95,7.8,8.19,2.4,0.1,0.063,0.028,2.37,0.084,1.01,0.6,2.88,,1.955
2019/6/25,YHZ,0.5,16.05955,65.87,6.4725,7.8,5.18,1.16,0.067,0.024,0.016,1.42,0.054,0.632,0.44,4.89,,0.705
2019/7/9,YHZ,0.5,,,,7.9,4.34,1.28,0.05,0.01,0.004,0.843,0.024,0.243,0.48,3.86,,
2019/7/10,YHZ,0.5,,,,7.7,,,,,,,,,,,,
2019/7/23,YHZ,0.5,15.30515,50.52,5.043,7.7,5.17,1.12,0.055,0.02,0.013,0.79,0.034,0.126,0.6,4.05,,1.015
2019/8/7,YHZ,0.5,15.3529,63.755,6.357,8.1,4.67,0.52,0.057,0.024,0.024,0.805,0.025,0.254,0.6,5.29,,0.97
2019/8/20,YHZ,0.5,12.41295,72.95,7.7675,8.1,4.26,0.68,0.04,0.017,0.008,0.632,0.01,0.167,0.6,3.37,,30.52
2019/9/3,YHZ,0.5,,,,8.1,5.44,0.8,0.053,0.016,0.005,0.85,0.01,0.222,0.76,4.96,,
2019/9/17,YHZ,0.5,8.77435,70.42,8.1585,8,4.25,0.56,0.023,0.008,0.008,1.24,0.02,0.683,0.52,4.26,,0.645
2019/10/1,YHZ,0.5,11.3723,83.465,9.1005,7.8,4.86,1.04,0.046,0.021,0.018,1.86,0.012,1.1,0.52,3.89,,7.875
2019/10/15,YHZ,0.5,10.10825,73.175,8.2155,7.7,5.8,0.44,0.026,0.013,0.008,2.38,0.03,1.25,0.36,4.18,,9.215
2019/10/16,YHZ,0.5,11.04425,73.57,8.0795,7.6,,,,,,,,,,,,1.07
2019/10/29,YHZ,0.5,6.18045,84.24,10.41,7.6,5.62,0.4,0.025,0.017,0.008,2.23,0.018,1.15,0.4,4.09,,3.705
2019/11/26,YHZ,0.5,,,,7.3,5.47,0.72,0.027,0.016,0.005,1.29,0.024,1.62,0.32,4.09,,
2019/12/10,YHZ,0.5,,,,7.3,5.91,1.2,0.042,0.013,0.007,3.38,0.034,2.48,0.56,4.8,,
2020/1/14,YHZ,0.5,3.59475,78.89,10.4265,7.4,4.3,0.44,0.016,0.012,0.011,6.09,0.021,5.13,0.52,4.76,,1.685
2020/1/28,YHZ,0.5,3.1167,84.995,11.377,7.2,5.27,1.12,0.042,0.017,0.007,5.46,0.027,4.41,0.64,4.37,,1.53
2020/2/25,YHZ,0.5,4.875854505,90.84072985,11.5985518,6.9,5.48,0.64,0.033,0.019,0.013,5.71,0.031,4.69,0.64,3.75,,3.128670814
2020/3/10,YHZ,0.5,4.201367185,92.90004044,12.07095947,7.2,4.1,1.08,0.029,0.014,0.006,5.26,0.018,4.4,0.32,3.35,,2.992584225
2020/3/24,YHZ,0.5,2.757206725,98.52859307,13.30261445,7.3,4.02,0.56,0.021,0.011,0.006,4.46,0.026,3.81,0.4,3.85,,1.702288825
2020/4/7,YHZ,0.5,6.82469179,100.7570103,12.2418856,7.5,3.4,0.96,0.027,0.009,0.003,3.39,0.024,2.7,0.56,3.6,,3.413308715
2020/4/21,YHZ,0.5,7.71282501,98.68854676,11.72852949,7.4,3.9,0.64,0.031,0.015,0.007,2.21,0.043,1.6,0.24,2.92,,3.359899905
2020/5/5,YHZ,0.5,7.732244875,94.67099039,11.24550986,7.8,4.58,0.6,0.039,0.015,0.007,1.45,0.039,0.897,0.32,2.87,,4.28582764
2020/5/19,YHZ,0.5,11.46629334,92.05011063,10.00446484,7.4,4.71,1.24,0.058,0.013,0.008,1.39,0.067,0.598,0.8,2.58,,3.52480469
2020/6/3,YHZ,0.5,12.83909912,85.50093117,9.005747559,7.6,4.13,0.84,0.063,0.016,0.009,1.06,0.091,0.424,0.76,3.92,,2.58277893
2020/6/16,YHZ,0.5,15.32412873,91.25601387,9.102387451,8,6.96,1.16,0.062,0.039,0.016,1.92,0.044,0.901,0.6,3.86,,4.173376465
2020/6/30,YHZ,0.5,13.21177521,91.56143379,9.564625635,7.3,5.94,2.24,0.108,0.017,0.011,1.66,0.029,0.436,1.04,4.79,,2.385430905
2020/7/14,YHZ,0.5,12.4519745,89.23290863,9.481178907,7.6,6.31,1.76,0.095,0.03,0.022,1.45,0.057,0.367,0.56,5.2,,2.279672245
2020/7/28,YHZ,0.5,17.5718628,84.20699426,8.008616797,7.9,6.19,0.9,0.071,0.039,0.008,1.14,0.029,0.186,0.5,4.62,,2.91496277
2020/8/11,YHZ,0.5,16.8206131,72.52221107,7.004999219,8.1,4.81,0.72,0.066,0.052,0.03,0.626,0.069,0.156,0.48,5.4,,2.222500615
2020/8/25,YHZ,0.5,12.25757752,92.732259,9.892799365,8.5,4.91,0.76,0.062,0.03,0.024,0.998,0.042,0.491,0.48,4.65,,14.88219299
2020/9/8,YHZ,0.5,10.3121872,90.60065117,10.10887998,8.4,4.32,0.64,0.043,0.028,0.006,0.73,0.038,0.026,0.44,4.71,,5.87111816
2020/9/22,YHZ,0.5,7.674319455,81.94667778,9.739975147,8.5,3.81,0.8,0.036,0.027,0.015,0.542,0.045,0.13,0.36,3.72,,6.22505493
2020/10/6,YHZ,0.5,,,,8,4.6,0.52,0.042,0.021,0.012,0.653,0.019,0.208,0.2,4.56,,
2020/10/19,YHZ,0.5,8.462912,89.05136452,10.38959077,7.8,9.95,0.92,0.047,0.031,0.014,5.42,0.149,3.96,0.28,4.13,,10.09613648
2020/11/3,YHZ,0.5,10.08450623,88.87223626,9.975874316,7.5,10.1,0.88,0.034,,0.008,4.03,0.02,2.86,0.2,4.25,,6.988311765
2020/11/17,YHZ,0.5,7.463730576,93.12053862,11.13438532,7.4,7.38,0.44,0.024,0.015,0.009,3.99,0.026,2.84,0.12,4.48,,4.476812448
2020/12/1,YHZ,0.5,2.476422125,87.34086877,11.87869365,7.5,6.03,0.48,0.023,0.015,0.008,3.25,0.045,2.39,0.2,4.63,,3.379949965
2020/12/15,YHZ,0.5,3.60663909,88.63723832,11.69604155,7.5,6.18,0.56,0.025,0.013,0.007,2.85,0.037,1.92,0.2,4.78,,6.846817015
2021/1/12,YHZ,0.5,,,,7.6,6.44,0.52,0.028,0.012,0.006,4.27,0.039,3.34,0.12,4.93,,
2021/1/26,YHZ,0.5,1.418908695,91.6387001,12.8289918,7.6,5.53,0.96,0.032,0.017,0.011,7.7,0.048,6.28,0.24,5.43,,3.047509775
2021/3/23,YHZ,0.5,4.20469055,98.83505326,12.84011694,7.5,4.26,0.48,0.018,0.011,0.005,5,0.021,3.86,0.28,2.21,,3.40311889
2021/4/14,YHZ,0.5,4.38417358,97.48757211,12.605348,7.5,4.79,0.92,0.027,0.009,0.004,4.97,0.026,3.4,0.28,3.09,,3.388546745
2021/4/20,YHZ,0.5,6.827429195,99.6370369,12.10448994,7.6,5.65,1.4,0.03,0.016,0.006,2.72,0.015,2,0.2,3.28,,2.984005745
2021/5/4,YHZ,0.5,7.202876295,96.08809396,11.56418042,7.5,4.9,1,0.032,0.01,0.004,2.05,0.025,1.48,0.32,2.77,,6.46423951
2021/5/18,YHZ,0.5,11.60546723,99.18773536,10.74760898,6.7,6.83,1.12,0.032,0.01,0.01,1.65,0.029,0.897,0.36,2.3,,3.235250855
2021/6/1,YHZ,0.5,11.6989502,98.65351716,10.66562876,7.1,5.69,1,0.05,0.042,0.026,1.4,0.061,0.702,0.32,2.6,,2.524481205
2021/6/15,YHZ,0.5,15.40505523,90.89631881,9.051473486,7.2,6.64,1.36,0.074,0.029,0.019,1.36,0.06,0.674,0.28,3.36,,3.97953186
2021/6/29,YHZ,0.5,16.09895935,78.00687104,7.652924756,7.7,7.65,1.36,0.095,0.035,0.017,2.11,0.119,1.1,1.08,2.82,,4.547619625
2021/7/13,YHZ,0.5,,,,8,7.02,0.76,0.063,0.042,0.026,1.35,0.101,0.52,0.6,3.37,,
2021/7/27,YHZ,0.5,16.19434815,87.51555939,8.568297412,7.6,7.18,1.24,0.076,0.027,0.023,1.25,0.044,0.534,0.56,4.18,,3.503369135
2021/8/10,YHZ,0.5,13.33572083,91.02916566,9.483093457,8.2,6.88,0.8,0.063,0.032,0.023,0.96,0.03,0.391,0.64,4.12,,7.565194695
2021/8/24,YHZ,0.5,13.01112824,91.66432037,9.617601904,8.1,6.67,1.24,0.094,0.067,0.032,1.67,0.035,0.778,0.48,4.07,,9.858261105
2021/9/7,YHZ,0.5,13.75366032,97.47320332,10.06265682,8.1,8.57,1.6,0.046,0.019,0.009,3.15,0.031,2.19,0.44,4.57,,6.270920712
2021/9/21,YHZ,0.5,11.44416047,98.22770424,10.68307554,7.5,8.23,1.4,0.063,0.018,0.007,1.75,0.019,0.565,0.28,4.38,,11.69162904
2021/10/5,YHZ,0.5,11.12672273,84.52871247,9.260309912,7.7,7.93,2.76,0.167,0.059,0.043,2.47,0.379,0.966,0.4,3.04,,5.953118895
2021/10/19,YHZ,0.5,7.702113345,93.73963395,11.14129517,7.6,6.51,0.52,0.036,0.02,0.012,1.3,0.037,0.605,0.24,4.08,,3.319946295
2021/11/2,YHZ,0.5,7.49893951,89.50373766,10.6897667,7.2,6.14,0.6,0.039,0.015,0.01,1.07,0.042,0.443,0.24,4.88,,2.550765995
2021/11/16,YHZ,0.5,4.81021271,95.12585794,12.16194678,7.2,5.67,0.76,0.036,0.018,0.014,1.65,0.061,0.846,0.24,4.4,,8.34611816
2021/11/30,YHZ,0.5,1.63300629,94.56230736,13.15206646,7.4,6.06,0.84,0.038,0.013,0.009,1.51,0.083,0.843,0.28,4.33,,4.142095955
2021/12/14,YHZ,0.5,3.390354686,98.42739686,13.06324019,7.6,5.74,0.84,0.033,0.014,0.009,2.43,0.066,1.67,0.32,4.79,,10.38049898
